title_english,image_webp_large_url,trailer_url,episodes,duration,rating,synopsis,background,year,studios,themes,genres,demographics
The Sacred Blacksmith,https://cdn.myanimelist.net/images/anime/1352/150802l.webp,https://www.youtube.com/watch?v=iVql97Rxi2I,12.0,23 min per ep,R+ - Mild Nudity,"Forty-four years ago, the surviving nations of the Valbanil War declared peace and forbade the use of the devastating demon contracts that ravaged the land. Now, inexperienced knight Cecily Cambell is eager to follow the example of her family and protect the people of the city using the sword she inherited from her father.

Her first challenge arises in the market. A crazed swordsman wreaks havoc upon civilians and Cecily jumps into action to restore order. Overwhelmed, her weapon shatters, but a skilled stranger wielding a strange-looking sword intervenes. With the situation diffused, Cecily heads to a local blacksmith in an effort to restore her family heirloom. However, she finds out that her savior—the blacksmith Luke Ainsworth—may be the only person capable of such intricate repairs. Determined to have her treasured sword repaired, she seeks out the man who rescued her.

However, a group of bandits suddenly attack a convoy headed for the city. The assailants look inhuman, and an ice demon appears. Luke suspects the use of a demon contract and calls upon a sacred power to defeat them. Meanwhile, a shadowy hooded figure lurks, watching from a distance. Who is this mysterious evildoer, and what does his appearance mean for the pair?

[Written by MAL Rewrite]",---,2009.0,Manglobe,No theme,"Action, Adventure, Fantasy",No demographic
Cross Game,https://cdn.myanimelist.net/images/anime/6/22103l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,50.0,23 min per ep,PG-13 - Teens 13 or older,"Kou Kitamura and Aoba Tsukishima are often at odds—even though their families happen to be close friends and business partners. Although the only child of a sports shop owner, Kou has never been interested in playing baseball. Despite this, he possesses an impressive batting ability honed by frequent visits to the local baseball batting center run by the Tsukishima family. On the other hand, Aoba loves to play baseball and is a star player with exceptional pitching form.

However, these two seemingly complete opposites share something very important to them—Wakaba Tsukishima, Aoba's older sister and Kou's destined sweetheart. Admired by the quarrelsome duo, Wakaba often finds herself the catalyst to their never-ending rivalry. But whether or not they realize that they have more in common than either would care to admit, only time will tell. The game of baseball may just be what the pair needs to ultimately overcome their own personal struggles.

[Written by MAL Rewrite]",---,2009.0,SynergySP,"School, Team Sports","Drama, Romance, Sports",Shounen
C³ - CubexCursedxCurious - Outdoor School Confusion,https://cdn.myanimelist.net/images/anime/8/79351l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,29 min,PG-13 - Teens 13 or older,Unaired episode included with the fifth volume of the Blu-ray. The gang goes on a school trip.,---,2012.0,SILVER LINK.,"Harem, School","Action, Comedy, Supernatural, Ecchi",No demographic
Ladybirds' Requiem,https://cdn.myanimelist.net/images/anime/2/35173l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,5 min,G - All Ages,"The story of the animation begins from a girl, named Eiko, mistakenly killing two ladybirds. From this incident, the girl's guilt swells up to create an illusion of seeing a button of her blouse as ladybirds, and fears for a feeling towards an existence of numerous selves in some other places. Being submerged in such continuous wave of guilt and fear, she keeps sewing hundreds of buttons to inside of her skirt.

(Source: Official Website)",---,2012.0,No studio,Music,Avant Garde,No demographic
Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,https://cdn.myanimelist.net/images/anime/6/35117l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,1 hr 35 min,PG-13 - Teens 13 or older,"A Japanese schoolboy, Heibon, is enlisted in the efforts of the time patrol to keep the past out of trouble. 

(Source: The Anime Encyclopedia)",---,2012.0,Gallop,No theme,"Action, Adventure",No demographic
Kids on the Slope,https://cdn.myanimelist.net/images/anime/1604/98654l.webp,https://www.youtube.com/watch?v=fpJSOUCSWGI,12.0,22 min per ep,PG-13 - Teens 13 or older,"Introverted classical pianist and top student Kaoru Nishimi has just arrived in Kyushu for his first year of high school. Having constantly moved from place to place since his childhood, he abandons all hope of fitting in, preparing himself for another lonely, meaningless year. That is, until he encounters the notorious delinquent Sentarou Kawabuchi.

Sentarou's immeasurable love for jazz music inspires Kaoru to learn more about the genre, and as a result, he slowly starts to break out of his shell, making his very first friend. Kaoru begins playing the piano at after-school jazz sessions, located in the basement of fellow student Ritsuko Mukae's family-owned record shop. As he discovers the immense joy of using his musical talents to bring enjoyment to himself and others, Kaoru's summer might just crescendo into one that he will remember forever.

Sakamichi no Apollon is a heartwarming story of friendship, music, and love that follows three unique individuals brought together by their mutual appreciation for jazz.

[Written by MAL Rewrite]",---,2012.0,"Tezuka Productions, MAPPA","Historical, Love Polygon, Music, School","Drama, Romance",Josei
"So, I Can't Play H!",https://cdn.myanimelist.net/images/anime/4/75102l.webp,https://www.youtube.com/watch?v=a7QLbvl5iYU,12.0,23 min per ep,R+ - Mild Nudity,"On the surface, Ryousuke Kaga is the token perverted teenager, spending his days ogling women and indulging in erotic reveries. Because of this, Ryousuke is ostracized by his classmates. Only his childhood friend Mina Okura knows that behind his lecherous persona lies a compassionate boy who has sworn to be chivalrous to girls, believing they are treasures that must be protected.

One fateful day, Ryousuke runs into Lisara Restall, a Soul Reaper hailing from a noble family, whose primary objective in the human realm is to locate a magically potent person known as the One. In order to fuel her movement with magic, she decides to form a provisional contract with Ryousuke: to use his sexual desires as a source of energy. Carrying out this peculiar arrangement with Lisara, Ryousuke encounters many disparate individuals but also learns of the intriguing yet dark secrets surrounding his world.

[Written by MAL Rewrite]","The broadcast time was Fridays at 11:00 on AT-X. Starting with episode 8, the broadcasting time moved to Tuesdays at 17:00.",2012.0,feel.,"Harem, School","Comedy, Romance, Supernatural, Ecchi",No demographic
Jisshuusei,https://cdn.myanimelist.net/images/anime/1430/104083l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,27 min,Rx - Hentai,---,---,2012.0,Image House,No theme,Hentai,No demographic
Benkei tai Ushiwaka,https://cdn.myanimelist.net/images/anime/3/35189l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,13 min,G - All Ages,"Benkei tai Ushiwaka is a short animated Japanese film made in 1939 by Kenzō Masaoka. It is based on the legendary encounter between Saitō Musashibō Benkei, who was collecting swords for the Buddha, and Minamoto no Yoshitsune, who was called Ushiwaka in his youth.

(Source: Wikipedia)",---,2012.0,No studio,No theme,"Action, Comedy",No demographic
Punky Funky Baby,https://cdn.myanimelist.net/images/anime/1606/135903l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,25 min,Rx - Hentai,"It's the far-flung future, and girlfriends Fami and Cyan live on a little planet full of aliens and robots of all types! The girls are on their way home from a day of shopping when they run afoul of a pair of horny space bikers. Even though Fami and Cyan manage to get away, they still end up lost in a lawless alien colony called The Promised Land. The locals are unfriendly, and the wolf-men are armed...what will happen to the girls in the depths of the Promised Land's temple?

(Source: Incense Idol Subs)",---,2012.0,No studio,No theme,Hentai,No demographic
Fate/Prototype,https://cdn.myanimelist.net/images/anime/3/51045l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,12 min,PG-13 - Teens 13 or older,"Coming from a renowned magus family, Ayaka Sajou is much expected to partake in the Holy Grail War. But ever since her father and sister's demise in the previous battle, she has grown gloomy and unwilling to involve herself in the matters that killed her loved ones. Soon, she finds herself in grave danger at the hands of a knight and ends up summoning her own Servant named Saber. With him by her side, Ayaka ultimately becomes an official participant in the war she initially wanted to avoid so much.

[Written by MAL Rewrite]",Fate/Prototype is Kinoko Nasu's initial visualization for Fate/stay night.,2012.0,Lerche,Urban Fantasy,"Action, Fantasy, Romance",No demographic
Himitsu no Akko-chan (Movie),https://cdn.myanimelist.net/images/anime/9/35227l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,25 min,G - All Ages,"Taisho's father plans to construct an apartment building on a vacant land he owns behind his own house. The spot is a playing field for the kids in the neighborhood who will fight to keep it as it is.

(Source: ANN)",---,2012.0,Toei Animation,School,No genres,Shoujo
A Dark Rabbit has Seven Lives Picture Drama,https://cdn.myanimelist.net/images/anime/5/35285l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,6.0,11 min per ep,R+ - Mild Nudity,"Picture Dramas from the Blu-ray disks.

Episodes:
1 - Let's Just Do It Radio!
2 - Each One's Breakfast 
3 - Himea's Guitar Lesson
4 - Each One's Bath Time
5 - Traditional Feeling
6 - Izumi-chan's What If Series",---,2012.0,Zexcs,Vampire,"Comedy, Romance, Supernatural, Ecchi",No demographic
See Me After Class,https://cdn.myanimelist.net/images/anime/1618/112459l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,29 min,R+ - Mild Nudity,"The story revolves around Yuuki Kagami, a boy who enrolls in the academy of his dreams as a honors student — and is mistakenly put in the girls' dormitory where boys are prohibited. Faced with the possibility of having to leave the school, Yuuki has to dress up as a girl in the dormitory. On top of things, he ends up rooming with the female teacher Ayana Kakinozaka, who has to watch over him.",---,2012.0,GoHands,"Crossdressing, Harem, School","Comedy, Romance, Ecchi",Seinen
Inazuma Eleven Go Specials,https://cdn.myanimelist.net/images/anime/12/86762l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,2.0,23 min per ep,G - All Ages,Recap episodes of Inazuma Eleven Go made to catch viewers up in the newest franchise in preparation for the Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon film being released at the same time period (the 2nd recap ep aired on the same day the movie came out). Both recap episodes were included on the 12th DVD volume of the main anime as well.,---,2012.0,OLM,"Super Power, Team Sports",Sports,No demographic
3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,https://cdn.myanimelist.net/images/anime/7/35279l.webp,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1.0,43 min,G - All Ages,Tama and Friends movie.,---,2012.0,No studio,Pets,Adventure,Kids
